Feature ID,Locus Name,Gene length,Chromosome region start,Chromosome region end,0 Hour Time Point Unique gene reads,Total gene reads,RPKM,6 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM  0 to 6 hours ,12 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 12 hours,21 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 21 hours
all2089,all2089,583,2496753,2497336,83,83,8.307217035,102,102,11.07501505,1.333179933,158,158,15.28098122,1.839482603,108,108,10.37650092,1.249094718
all0282,all0282,589,310631,311220,83,83,8.222593432,64,65,6.985713496,-1.177058498,148,150,14.35947871,1.746344244,91,91,8.654098332,1.052477956
all5020,all5020,652,5992219,5992871,83,83,7.428079036,53,53,5.145658759,-1.443562308,108,108,9.339827807,1.257367855,62,62,5.326474127,-1.394558362
alr0480,alr0480,925,575237,576162,83,83,5.235791926,56,56,3.832295616,-1.366228613,72,72,4.388877643,-1.192968306,44,44,2.664444459,-1.965059511
desC (Nostoc_chromosome 5963079..5964037),all4991,958,5963079,5964037,83,83,5.055435837,56,56,3.700285433,-1.366228613,104,104,6.121115015,1.210798676,89,89,5.203795552,1.029346573
alr1282,alr1282,1003,1525288,1526291,83,83,4.828621667,67,67,4.228502365,-1.141922423,198,198,11.13081506,2.305174402,149,149,8.321106173,1.723288083
alr1834,alr1834,1426,2199361,2200787,83,83,3.396288592,79,79,3.506874902,1.032560929,213,213,8.422146425,2.479808826,161,161,6.324148781,1.862076384
alr2494,alr2494,1462,2993898,2995360,83,83,3.31265905,65,69,2.987544798,-1.108823222,388,392,15.11824587,4.563779623,516,521,19.96117392,6.025725443
all1939,all1939,1639,2322702,2324341,83,85,3.026118925,110,112,4.32565399,1.429439522,352,355,12.21271182,4.035767305,264,268,9.159074013,3.026673518
all1919,all1919,1741,2300998,2302739,83,83,2.781796399,74,74,2.690578433,-1.033902734,181,181,5.861955449,2.107255387,101,101,3.249513389,1.168134875
alr4043,alr4043,460,4870291,4870751,82,82,10.4016453,25,25,3.44028867,-3.023480382,57,57,6.986822879,-1.488751823,99,99,12.05516311,1.158966948
all3298,all3298,595,3980068,3980663,82,82,8.041608132,40,40,4.255550354,-1.889675239,69,69,6.538751531,-1.229838463,48,48,4.518767532,-1.779602087
alr4553,alr4553,808,5446806,5447614,82,87,6.282809782,42,43,3.368757915,-1.865022641,78,78,5.443095469,-1.154271465,81,81,5.615253744,-1.118882613
all5306,all5306,883,6327189,6328072,82,82,5.418750666,82,82,5.878490991,1.084842495,238,238,15.19773835,2.804657251,118,118,7.485434797,1.381394948
all2347,all2347,934,2829447,2830381,82,82,5.122865994,69,69,4.676435219,-1.095463907,82,82,4.950279105,-1.034864072,93,93,5.577400103,1.088726527
alr0356,alr0356,961,412255,413216,82,82,4.978935316,72,72,4.742658095,-1.049819577,71,71,4.165792855,-1.195195126,77,77,4.488105587,-1.10936234
alr1878,alr1878,1111,2240485,2241596,82,82,4.306711826,73,73,4.159312098,-1.035438487,188,188,9.541276905,2.215443543,247,247,12.45313288,2.891564002
all4316,all4316,1210,5169779,5170989,82,82,3.954344495,60,60,3.138908009,-1.259783492,418,418,19.4784153,4.925826601,266,266,12.31379713,3.113992002
sbpA,all0322,1246,364334,365580,82,82,3.840093771,73,73,3.708664319,-1.035438487,36,36,1.629097841,-2.357190387,167,167,7.507479532,1.955025054
all0759,all0759,4090,877322,881412,82,82,1.169867198,71,71,1.098873623,-1.064605768,160,160,2.205765727,1.885483866,135,135,1.848869204,1.580409475
asl4903,asl4903,316,5848337,5848653,81,86,15.88025193,113,176,35.25642667,2.22014278,44,53,9.456958794,-1.6792134,87,101,17.90317345,1.127385984
alr3715,alr3715,400,4484280,4484680,81,81,11.81601536,91,91,14.40104837,1.218773667,741,741,104.453002,8.839951442,247,247,34.58857658,2.927262323
all7002,all7002,484,164,648,81,81,9635.845918,290,290,30604.43118,3.176102176,108,108,11744.23662,1.218807018,72,72,8550.918582,-1.126878455
nusB,all1760,736,2115603,2116339,81,81,6.42174748,51,51,4.386368054,-1.464023858,88,88,6.741671199,1.049818795,139,139,10.57871005,1.647325761
ndhK,all3841,838,4641115,4641953,81,98,6.823828077,99,122,9.215704064,1.350518208,252,304,20.45466046,2.997534555,286,349,23.32798011,3.418606074
all2091,all2091,964,2499349,2500313,81,81,4.902910939,67,67,4.399572481,-1.11440622,74,74,4.328300408,-1.13275662,77,77,4.474138453,-1.095833531
all1694,all1694,976,2023823,2024799,81,81,4.842629247,42,43,2.788889749,-1.73640039,171,172,9.936680799,2.051918553,107,107,6.140866952,1.268085298
alr2168,alr2168,1288,2603282,2604570,81,81,3.669569989,86,92,4.521522251,1.232166784,48,48,2.101300114,-1.746333122,58,58,2.522364576,-1.454813481
hoxH,alr0766,1552,886698,888250,81,84,3.158156073,69,70,2.855084927,-1.106151359,13,14,0.508626553,-6.209184434,13,15,0.541371352,-5.833622451
alr3608,alr3608,1759,4358462,4360221,81,81,2.686984733,68,68,2.447122901,-1.098017893,441,441,14.13629045,5.261023732,182,182,5.795638337,2.156930133
all1717,all1717,2134,2066136,2068270,81,81,2.214810752,79,79,2.343394382,1.05805626,83,83,2.193039161,-1.009927589,91,91,2.388596025,1.078465066
vapC,all1495,490,1759490,1759980,80,106,12.62280301,73,95,12.27270325,-1.028526702,44,53,6.098773426,-2.069728145,44,56,6.401587338,-1.971823915
alr1060,alr1060,553,1236701,1237254,80,80,8.441329931,66,66,7.554948572,-1.117324605,60,60,6.117709193,-1.379818763,76,76,7.698111355,-1.096545574
all2275,all2275,685,2738045,2738730,80,80,6.814679492,68,68,6.283925815,-1.084462117,66,66,5.432704382,-1.254380694,67,67,5.478730769,-1.24384274
alr0643,alr0643,820,747110,747930,80,80,5.692750551,86,86,6.638918038,1.166205682,174,174,11.96459784,2.101725297,175,175,11.95418367,2.099895923
alr0522,alr0522,1039,614479,615518,80,80,4.492834891,35,35,2.132382967,-2.10695497,37,37,2.007931469,-2.23754394,43,43,2.318187907,-1.938080549
alr3491,alr3491,1141,4205854,4206995,80,87,4.449176428,58,67,3.717079642,-1.196954829,235,251,12.40368666,2.787861274,222,248,12.174798,2.736416099
alr1343,alr1343,1240,1595058,1596298,80,80,3.764560848,100,100,5.104944477,1.356053118,103,103,4.683583305,1.244124745,107,107,4.833456568,1.283936364
accC,alr0939,1444,1092658,1094102,80,80,3.232725382,70,70,3.068623135,-1.053477485,277,277,10.81621436,3.345850042,301,301,11.67602538,3.611820987
alr3887,alr3887,1486,4687721,4689207,80,80,3.141356293,81,81,3.450475258,1.098403026,326,326,12.36976646,3.937715212,256,256,9.649768261,3.07184775
alr3376,alr3376,1780,4087136,4088916,80,80,2.622503063,77,77,2.738315161,1.044160901,133,133,4.213028028,1.606491175,216,216,6.797191049,2.591871539
alr3723,alr3723,2836,4493839,4496675,80,80,1.645999807,61,61,1.361558534,-1.208908589,132,132,2.624402329,1.594412294,95,95,1.876346782,1.139943501
asr4314,asr4314,295,5168517,5168812,79,79,15.62611783,48,48,10.29987442,-1.517117316,92,92,17.58443915,1.125323599,97,97,18.41812628,1.178675758
all1009,all1009,478,1180362,1180840,79,79,9.643733805,68,68,9.005207497,-1.07090634,96,96,11.32416128,1.174250712,76,76,8.905974016,-1.082838754
all4608,all4608,493,5510400,5510893,79,79,9.350313913,80,80,10.2720181,1.098574678,409,409,46.77772522,5.002797303,423,423,48.06059865,5.13999841
alr1298,alr1298,604,1539433,1540037,79,79,7.631961521,65,65,6.812227233,-1.120332787,151,151,14.0962216,1.846998515,119,119,11.03584903,1.446004281
all3435,all3435,781,4142582,4143363,79,79,5.902310831,70,70,5.673613068,-1.040309016,102,102,7.363967237,1.247641381,90,90,6.454865593,1.093616683
alr1360,alr1360,850,1614580,1615430,79,79,5.423182069,73,73,5.436465578,1.002449394,260,260,17.24714172,3.180262344,229,229,15.09080074,2.782646894
fbp,all4021,1150,4842082,4843232,79,79,4.008438921,54,54,2.972409411,-1.348548725,487,487,23.87777363,5.956876006,407,407,19.82404601,4.945577667
all5250,all5250,1186,6264559,6265745,79,79,3.886766239,121,121,6.458228241,1.661594201,147,147,6.988683221,1.798071402,192,192,9.06801579,2.333048924
all7024,all7024,1438,18870,20308,79,79,3163.139859,70,70,2486.399042,-1.272177074,34,34,1244.418417,-2.541861977,36,36,1439.028023,-2.198108591
alr4909,alr4909,1579,5854933,5856512,79,79,2.919382368,54,54,2.164832693,-1.348548725,176,177,6.32053508,2.16502475,161,161,5.711359191,1.956358733
all3552,all3552,1753,4280737,4282490,79,79,2.629609104,69,69,2.491608953,-1.055385959,96,96,3.087820361,1.174250712,115,115,3.674613382,1.397399095
argS,all3717,1867,4488052,4489919,79,79,2.469043792,51,51,1.72917348,-1.427875121,235,235,7.097187093,2.874467888,167,167,5.010347883,2.029266512
alr1278,alr1278,2698,1516673,1519371,79,79,1.708563662,62,62,1.4546632,-1.174542438,404,404,8.443103819,4.941638412,187,187,3.882356294,2.272292441
asl1421,asl1421,313,1685681,1685994,78,81,15.10033912,55,56,11.32547427,-1.333307442,54,54,9.727743978,-1.552296109,47,47,8.411031286,-1.795301742
asl4748,asl4748,328,5662070,5662398,78,78,13.87607947,55,55,10.61454919,-1.307269788,60,60,10.31430849,-1.345323294,87,87,14.85734256,1.070716163
alr4701,alr4701,544,5605629,5606173,78,78,8.36645968,80,80,9.3090164,1.112658969,189,189,19.58960207,2.341444628,125,127,13.07677193,1.562999456
alr1136,alr1136,622,1335633,1336255,78,96,9.005894763,55,65,6.615088825,-1.361417058,91,94,8.521188619,-1.056882457,45,48,4.322615244,-2.08343659
all5060,all5060,673,6032825,6033498,78,78,6.762784645,86,86,8.089023463,1.196108392,128,128,10.72402,1.585740277,100,100,8.323014741,1.230708233
alr1920,alr1920,841,2302828,2303669,78,78,5.411835988,48,48,3.61291671,-1.497913299,174,174,11.66583856,2.155615689,113,113,7.52624195,1.390700303
alr3424,alr3424,1105,4132690,4133795,78,78,4.118872458,70,71,4.067324089,-1.01267378,139,139,7.092759465,1.722014832,117,117,5.930882386,1.439928633
alr4351,alr4351,1300,5214804,5216104,78,78,3.501041589,52,52,2.532052461,-1.382689199,183,183,7.937257084,2.267113053,231,231,9.953237235,2.842936018
alr4094,alr4094,1330,4932346,4933676,78,78,3.422070726,48,48,2.284558611,-1.497913299,106,106,4.493833051,1.313191167,91,91,3.832529261,1.119944492
alr3672,alr3672,1483,4427769,4429252,78,78,3.069018251,58,59,2.518393378,-1.218641328,108,110,4.182290966,1.362745551,77,77,2.908340842,-1.055247104
all1758,all1758,1492,2111792,2113284,78,78,3.050505406,73,73,3.097182132,1.015301309,211,211,7.97400203,2.613993738,204,204,7.658735521,2.510644795
ndhD (Nostoc_chromosome 4776732..4778410),alr3957,1678,4776732,4778410,78,78,2.712368335,81,81,3.055665216,1.126567206,353,353,11.86165965,4.373174358,416,416,13.88663761,5.11974625
alr1050,alr1050,1687,1220245,1221932,78,78,2.697898083,58,58,2.176334362,-1.239652385,250,250,8.355792293,3.097148979,393,393,13.04887875,4.836683356
all0542,all0542,1822,633607,635429,78,78,2.497998938,72,72,2.501478831,1.001393072,76,76,2.351949158,-1.062097337,72,72,2.213501659,-1.128528153
all5222,all5222,2245,6233352,6235597,78,78,2.027329205,62,62,1.748187668,-1.159674812,82,82,2.05949251,1.015864865,124,124,3.093862923,1.526078209
all0888,all0888,811,1026827,1027638,77,77,5.540078141,77,77,6.010112191,1.084842495,158,158,10.9849717,1.98281891,217,217,14.98768675,2.705320461
all1964,all1964,811,2346939,2347750,77,77,5.540078141,60,60,4.683204305,-1.182967426,62,62,4.310558516,-1.285234412,75,75,5.180076067,-1.069497449
all4037,all4037,862,4864808,4865670,77,77,5.212300896,58,58,4.259252979,-1.223759406,47,47,3.074349954,-1.695415608,62,62,4.028841219,-1.293746915
alr0175,alr0175,922,185095,186017,77,77,4.87310561,59,59,4.050734685,-1.203017721,42,42,2.568508925,-1.897250799,67,67,4.070423619,-1.197198637
alr2764,alr2764,1291,3359964,3361255,77,87,3.932231064,61,71,3.48132697,-1.129520754,144,175,7.643187543,1.94372798,140,183,7.940001336,2.019210267
all2127,all2127,1459,2550953,2552412,77,77,3.079508823,57,57,2.473046441,-1.245228869,2115,2115,81.73682983,26.54216452,2283,2283,87.64887529,28.46196596
all1361,all1361,1654,1615916,1617570,77,77,2.716447021,47,47,1.798767619,-1.510171182,115,115,3.920351835,1.443190979,109,109,3.691362711,1.358893688
all3891,all3891,1813,4690924,4692737,77,77,2.478214767,57,57,1.990168095,-1.245228869,266,266,8.272686034,3.338163481,85,85,2.626133802,1.059687738
all4981,all4981,2041,5950196,5952237,77,77,2.201373529,97,97,3.008440577,1.366619766,170,171,4.724064465,2.145962238,168,170,4.665537072,2.119375477
nifJ (Nostoc_chromosome 3409549..3413249),alr2803,3700,3409549,3413249,77,77,1.214325236,56,56,0.958073904,-1.267465099,42,42,0.640044656,-1.897250799,295,295,4.465972247,3.677739798
all5210,all5210,4777,6212203,6216980,77,77,0.940549167,49,49,0.649312176,-1.448531542,88,88,1.038700021,1.104354836,131,131,1.536072741,1.633165809
asl1922,asl1922,196,2304864,2305060,76,76,22.62577898,24,24,7.751181003,-2.919010531,34,34,9.781051721,-2.313225573,41,41,11.71719111,-1.93099001
alr1860,alr1860,460,2222853,2223313,76,76,9.640549303,55,55,7.568635073,-1.27375005,48,48,5.883640319,-1.638534781,49,49,5.966696893,-1.615726335
alr5227,alr5227,583,6241707,6242290,76,76,7.60660837,60,60,6.514714736,-1.167604213,475,478,46.22980394,6.077584344,300,301,28.91969237,3.801916828
accB,all5057,649,6030126,6030775,76,76,6.833054976,51,51,4.974371167,-1.373652015,372,372,32.3192261,4.729835515,249,249,21.49069093,3.145107277
alr0735,alr0735,703,856551,857254,76,76,6.308183043,59,60,5.402672392,-1.167604213,131,131,10.50699874,1.665614119,62,62,4.940058507,-1.276945007
alr1852,alr1852,730,2215916,2216646,76,101,8.073178093,40,53,4.595848645,-1.756624014,289,369,28.50140148,3.530381858,243,301,23.09613788,2.860848307
alr2983,alr2983,817,3624924,3625741,76,76,5.427971456,62,63,4.881251684,-1.112004012,69,74,5.107076613,-1.062833372,118,123,8.432935584,1.553607209
alr2535,alr2535,907,3040768,3041675,76,76,4.889363483,57,57,3.978141959,-1.229057066,294,294,18.27690915,3.73809581,224,224,13.83363967,2.829333454
all0070,all0070,913,74145,75058,76,76,4.85723185,58,58,4.021331948,-1.207866427,127,127,7.843242685,1.614755673,129,129,7.914339219,1.629392926
alr2783,alr2783,1036,3380307,3381343,76,76,4.280552779,35,35,2.138557822,-2.001607221,38,38,2.068171509,-2.069728145,49,49,2.64930557,-1.615726335
alr1036,alr1036,1051,1206395,1207446,76,76,4.219460209,66,66,3.975153721,-1.061458375,61,61,3.27257666,-1.289338844,99,99,5.276284521,1.250464339
alr0058,alr0058,1126,62293,63419,76,76,3.938412682,44,44,2.473585885,-1.592187563,433,433,21.68264281,5.505426822,448,448,22.28616551,5.658666907
coxB (Nostoc_chromosome 1104103..1105271),alr0950,1168,1104103,1105271,76,76,3.796791678,73,73,3.95633197,1.042019765,268,268,12.93762804,3.407515908,166,166,7.960878089,2.096738184
all0983,all0983,1183,1148973,1150156,76,76,3.748649771,56,56,2.996511788,-1.251004513,82,82,3.90833532,1.042598151,54,54,2.556847014,-1.466122045
all7085,all7085,1225,72661,73886,76,76,3572.133598,97,97,4044.523111,1.132242958,185,185,7948.442535,2.225124654,94,94,4410.800361,1.234780346
all0001,all0001,1230,0,6413771,76,76,3.605408682,50,50,2.573224046,-1.401125055,222,222,10.17678437,2.822643775,181,181,8.242694265,2.286202478
all1072,all1072,1285,1252600,1253885,76,76,3.451091579,72,72,3.546843914,1.027745521,17,17,0.745947913,-4.626451147,24,24,1.046173806,-3.2987746
gor,all4968,1480,5930093,5931573,76,76,2.996386946,42,42,1.79638857,-1.668006018,99,99,3.771691725,1.258746548,83,83,3.141319462,1.048369092
all5184,all5184,1501,6180370,6181871,76,76,2.954465476,67,67,2.825574865,-1.045615713,230,230,8.639922632,2.924360668,165,165,6.157422864,2.084107232
all3305,all3305,1591,3987371,3988962,76,76,2.787336694,94,94,3.739989493,1.341778875,163,163,5.776704263,2.07248169,137,137,4.823320441,1.73044055
purH,all3093,1621,3745059,3746680,76,76,2.73575119,78,78,3.045960702,1.113390981,305,305,10.60912421,3.877956537,296,296,10.22832277,3.738762064
radA,alr3823,1624,4621453,4623077,76,76,2.730697463,46,46,1.793017445,-1.522962016,76,76,2.63870158,-1.034864072,71,71,2.448883087,-1.115078738
all1772,all1772,4603,2126797,2131400,76,76,0.963426609,47,47,0.646352735,-1.490558569,62,62,0.759474898,-1.268543056,65,65,0.790984749,-1.218009083
asl3192,asl3192,391,3861206,3861597,75,76,11.34182271,52,53,8.580484682,-1.32181609,126,131,18.89110004,1.665614119,120,122,17.4774795,1.540976256
alr0784,alr0784,415,907615,908030,75,75,10.54530599,64,64,9.762129969,-1.080225937,116,116,15.76059475,1.494560211,130,130,17.54651951,1.663917531
all2545,all2545,910,3048737,3049647,75,75,4.809123062,57,57,3.965027205,-1.212885262,221,221,13.69347241,2.847394885,106,106,6.524694786,1.356732756
alr4943,alr4943,1114,5897448,5898562,75,78,4.085596109,68,68,3.863993881,-1.057350564,77,80,4.049183942,-1.008992471,64,65,3.2683149,-1.250061954
all0980,all0980,1195,1144904,1146099,75,75,3.662177394,31,31,1.642126073,-2.230143869,232,232,10.94668924,2.989120423,212,212,9.93719206,2.713465512
all0143,all0143,1279,148502,149781,75,75,3.421659098,68,68,3.36551148,-1.016683235,179,179,7.891238987,2.306261016,246,246,10.7735862,3.148643944
alr3920,alr3920,1345,4727046,4728391,75,75,3.253756124,67,67,3.153299533,-1.031857611,123,123,5.15638738,1.58474919,204,204,8.495786913,2.611070587
all7255,all7255,1600,272835,274435,75,75,2698.929065,55,55,1755.797324,-1.537152967,32,32,1052.631579,-2.563982612,55,55,1975.915388,-1.365913278
all0665,all0665,2011,771778,773789,75,78,2.263229272,49,52,1.636831526,-1.382689199,85,89,2.495402729,1.102585037,55,59,1.64337119,-1.377186898
all4433,all4433,3202,5314331,5317533,75,75,1.366740158,61,61,1.205927546,-1.133351803,89,89,1.567225137,1.146688438,101,101,1.766834107,1.292735928
alr1786,alr1786,3322,2147187,2150509,75,75,1.317369653,82,82,1.562524848,1.186094461,192,192,3.258849545,2.473754833,176,176,2.967623269,2.25268835
asr4076,asr4076,316,4906625,4906941,74,74,13.66440283,32,32,6.410259395,-2.131645849,54,54,9.635391978,-1.418147062,87,87,15.42154545,1.128592712
asr1667,asr1667,340,1989365,1989705,74,74,12.69985674,46,46,8.564295088,-1.482884069,21,21,3.482595924,-3.646663874,28,28,4.612908523,-2.753112636
alr3512,alr3512,466,4233467,4233933,74,74,9.265989899,85,85,11.54637656,1.246102865,170,170,20.56959375,2.219902457,144,144,17.30901297,1.868015524
all7182,all7182,541,180822,181363,74,74,7875.618023,62,62,5853.64122,-1.345422059,61,61,5934.429419,-1.327106191,60,60,6374.991673,-1.235392676
alr2055,alr2055,814,2463095,2463909,74,74,5.304608468,49,49,3.810521209,-1.392095248,57,57,3.948327425,-1.343507743,106,106,7.29419196,1.375066983
all2996,all2996,1066,3638791,3639857,74,77,4.214824927,69,75,4.453657002,1.056664767,91,93,4.91913174,1.16710227,155,158,8.302246242,1.969772502
alr3240,alr3240,1138,3912160,3913298,74,74,3.794333298,60,60,3.337503244,-1.136877786,250,262,12.98140618,3.421261434,123,124,6.103446627,1.608568923
alr3074,alr3074,1150,3724330,3725480,74,74,3.754740255,66,66,3.632944835,-1.03352526,227,227,11.12988627,2.964222693,224,224,10.91053146,2.905801925
psbA,alr3742,1183,4518328,4519511,74,74,3.650001093,66,66,3.531603179,-1.03352526,129,129,6.148478736,1.684514218,161,161,7.623192022,2.088545134
murF,all0036,1456,36975,38431,74,74,2.965625888,79,80,3.47809404,1.172802697,102,102,3.950040118,1.331941474,177,177,6.809380762,2.296102414
alr0308,alr0308,3637,350678,354315,74,74,1.187228841,76,76,1.322765927,1.114162562,178,178,2.759557266,2.324368455,215,215,3.311241732,2.789050955
all3314,all3314,4531,4000880,4005411,74,74,0.95297976,59,60,0.838242925,-1.136877786,76,76,0.945762826,-1.007630807,70,70,0.865365757,-1.101245055
asr3137,asr3137,349,3795464,3795813,73,73,12.20515931,35,35,6.348269064,-1.92259641,60,60,9.693676744,-1.259084621,55,55,8.827403743,-1.382644282
